Firma,Miasto,Telefon,Czy mają własną stronę?,Strona WWW,Instagram,Facebook,Booksy,YouTube,TikTok,Jakość,Notatki scrapera
Studio Fotograficzne Wiktoria Izabela Adamus,Kleszczów,795413784,Nie,,,,,,,4,"Uzupełniony profil Google (38 opinii, śr. 4.2) — automatycznie nie wykryto Facebooka/Instagrama/Booksy z wizytówki Google (dane ze scrapera, nie zweryfikowano recznie kazdego profilu). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Studio+Fotograficzne+Wiktoria+Izabela+Adamus/data=!4m7!3m6!1s0x471a05a0992daa05:0x50b7bfecea0c795a!8m2!3d51.2229992!4d19.3050757!16s%2Fg%2F11c5t0873p!19sChIJBaotmaAFGkcRWnkM6uy_t1A?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
Zakład Fotograficzny Foto Video Palutkiewicz,Sulmierzyce,667935112,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 37 opinii Google śr. 4.7 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/Foto-Video-Palutkiewicz-1813100592301268/ | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Zak%C5%82ad+Fotograficzny+Foto+Video+Palutkiewicz/data=!4m7!3m6!1s0x471a08c6593c5811:0xff0a8f5f8c29cd04!8m2!3d51.1845134!4d19.1991555!16s%2Fg%2F11fylyt5t4!19sChIJEVg8WcYIGkcRBM0pjF-PCv8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
Splot i Iskra,Lgota Wielka,607322087,Tak,https://www.splotiskra.pl/,,,,,,6,Ma własną stronę WWW (https://www.splotiskra.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Splot+i+Iskra/data=!4m7!3m6!1s0x471a07ca7ee5c6e1:0x54a882950eee6c5!8m2!3d51.1489722!4d19.3190884!16s%2Fg%2F11z804rdsq!19sChIJ4cblfsoHGkcRxebuUCmISgU?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1
Mateusz Mrzygłód Fotografia,Żaby (gm. Lgota Wielka),723005218,Tak,https://mateuszmrzyglodfotografia.mypixieset.com/,,,,,,6,Ma własną stronę WWW (https://mateuszmrzyglodfotografia.mypixieset.com/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Mateusz+Mrzyg%C5%82%C3%B3d+Fotografia/data=!4m7!3m6!1s0x471a035aea7583bd:0xd4bd5818e64a68bd!8m2!3d51.1748542!4d19.4053205!16s%2Fg%2F11jrt8c_j8!19sChIJvYN16loDGkcRvWhK5hhYvdQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1
FOTO KATE FLASH,Suchcice (gm. Drużbice),,Nie,,,,,,,1,"Skąpy profil Google (1 opinii, śr. 5) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/FOTO+KATE+FLASH/data=!4m7!3m6!1s0x471a2300135b00f5:0xdca3f42671603cc8!8m2!3d51.4291092!4d19.4304515!16s%2Fg%2F11y74q1kkq!19sChIJ9QBbEwAjGkcRyDxgcSb0o9w?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Kinga Wlazło Fotografia,Drużbice (okolice),453437878,Nie,,,Tak,,,,3,"Uzupełniony profil Google (1 opinii, śr. 5) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. | FB(raw): https://www.facebook.com/share/1BXowofA3B/?mibextid=wwXIfr | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Kinga+Wlaz%C5%82o+Fotografia/data=!4m7!3m6!1s0xafb7bcee9363cba3:0x9cf83e9b77438078!8m2!3d51.618644!4d19.3668898!16s%2Fg%2F11zcsxp4bk!19sChIJo8tjk-68t68ReIBDd5s--Jw?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Foto Klaudia Łuczak,Kiełczygłów,535573142,Nie,,,,,,,4,"Uzupełniony profil Google (28 opinii, śr. 5) — automatycznie nie wykryto Facebooka/Instagrama/Booksy z wizytówki Google (dane ze scrapera, nie zweryfikowano recznie kazdego profilu). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Foto+Klaudia+%C5%81uczak/data=!4m7!3m6!1s0x275fddc78e8221ed:0x7628a9682f3285d!8m2!3d51.2381542!4d18.990013!16s%2Fg%2F11vx6nvcxy!19sChIJ7SGCjsfdXycRXSjzgpaKYgc?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Fotograf Marcin Drechna,Piotrków Trybunalski,604236882,Tak,http://www.marcindrechna.com/,,,,,,6,Ma własną stronę WWW (http://www.marcindrechna.com/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Fotograf+Marcin+Drechna/data=!4m7!3m6!1s0x813dc596543c477:0xabb4f1cd96ce0879!8m2!3d51.618644!4d19.3668898!16s%2Fg%2F11r_n1vthl!19sChIJd8RDZVncEwgReQjOls3xtKs?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
"Fotografia Produktowa - Zdjęcia Produktowe, Packshoty.",Tuszyn,501225092,Tak,https://efotolibera.pl/,,,,,,6,"Ma własną stronę WWW (https://efotolibera.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Fotografia+Produktowa+-+Zdj%C4%99cia+Produktowe,+Packshoty./data=!4m7!3m6!1s0x471a31f090dc75ab:0x605595afdbe7341e!8m2!3d51.6048919!4d19.5317935!16s%2Fg%2F11g0zpdm52!19sChIJq3XckPAxGkcRHjTn26-VVWA?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Foto Perspektywa,Radomsko (okolice),507020620,Nie,,Tak,,,,,3,"Uzupełniony profil Google (5 opinii, śr. 5) + obecność w social media (Instagram), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. | IG(raw): https://www.instagram.com/foto_perspektywa_ | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Foto+Perspektywa/data=!4m7!3m6!1s0xd27f9ab72b2273f:0x7e19bcfcddff886!8m2!3d51.618644!4d19.3668898!16s%2Fg%2F11w4dz_q2b!19sChIJPyeycqv5Jw0Rhvjfzc-b4Qc?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Stoptime Anna Kopiecka,Rzejowice (gm. Kodrąb),691245177,Nie,,,Tak,,,,3,"Uzupełniony profil Google (0 opinii, śr. 4.7) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. | FB(raw): https://www.facebook.com/annakopiecka.stoptime/ | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Stoptime+Anna+Kopiecka/data=!4m7!3m6!1s0x4719fda8f26832db:0x223b46f2a5d82a46!8m2!3d51.0872898!4d19.6933474!16s%2Fg%2F11s8wfw_7l!19sChIJ2zJo8qj9GUcRRirYpfJGOyI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
FOTO-BERSKI,Żytno,662911718,Tak,http://foto-berski.pl/,,,,,,6,Ma własną stronę WWW (http://foto-berski.pl/). | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/FOTO-BERSKI/data=!4m7!3m6!1s0x47175a361e9494d1:0x9d15a2224c0c4a4c!8m2!3d50.927639!4d19.6154!16s%2Fg%2F1tfbm18r!19sChIJ0ZSUHjZaF0cRTEoMTCKiFZ0?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1
Foto Inspiracja Anna Machalska,Czerniewice,726337138,Nie,,,,,,,1,"Skąpy profil Google (1 opinii, śr. 5) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (2026-09-15). | Maps: https://www.google.com/maps/place/Foto+Inspiracja+Anna+Machalska/data=!4m7!3m6!1s0xdd67b86e097d9a1:0xc0b71d09129215cd!8m2!3d51.6590827!4d20.1663523!16s%2Fg%2F11krmnk574!19sChIJodmX4IZ71g0RzRWSEgkdt8A?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
"Foto-Spektrum. Zakład fotograficzny, fotografia do dokumentów",Tuszyn,531596462,Nie,,,,,,,2,"Skąpy profil Google (5 opinii, śr. 4.6) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Foto-Spektrum.+Zak%C5%82ad+fotograficzny,+fotografia+do+dokument%C3%B3w/data=!4m7!3m6!1s0x471a2fd9323b8e2d:0x13ca82242ab59bb0!8m2!3d51.602174!4d19.545515!16s%2Fg%2F1pt_kjclt!19sChIJLY47MtkvGkcRsJu1KiSCyhM?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Foto-Halina | Zakład Fotograficzny,Tuszyn,426143105,Nie,,,,,,,2,"Skąpy profil Google (6 opinii, śr. 5) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Foto-Halina+%7C+Zak%C5%82ad+Fotograficzny/data=!4m7!3m6!1s0x471a2fd8e082e49d:0xe223a45b8786d020!8m2!3d51.6022179!4d19.5432157!16s%2Fg%2F1tsr1ym8!19sChIJneSC4NgvGkcRINCGh1ukI-I?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Studio Tarnowski Video&Foto,Radomsko (okolice),606189954,Nie,,,,,,,3,"Uzupełniony profil Google (11 opinii, śr. 5), zdjęcia — ale brak Facebooka, Instagrama i Booksy (zweryfikowano). | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Studio+Tarnowski+Video%26Foto/data=!4m7!3m6!1s0x959182f72912c29:0x39e1b769b13bf788!8m2!3d51.0938321!4d19.4108074!16s%2Fg%2F11vr9y2d1v!19sChIJKSyRci8YWQkRiPc7sWm34Tk?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Studio Wizjer Fotografia i Film Edyta Juszczyk,"Kłomnice (gm. Kłomnice, okolice Radomska/Gidli)",603590994,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 37 opinii Google śr. 4.5 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/studiowizjer.klomnice/ | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Studio+Wizjer+Fotografia+i+Film+Edyta+Juszczyk/data=!4m7!3m6!1s0x4717529a81d1f22f:0x64ad1eeea7989064!8m2!3d50.925643!4d19.3635399!16s%2Fg%2F1tf8rvjq!19sChIJL_LRgZpSF0cRZJCYp-4erWQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Qubik Visuals Fotografia i Produkcja filmów,Radomsko (okolice),661282736,Nie,,Tak,,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Instagram) i 13 opinii Google śr. 5 — najlepszy typ leada (dużo ruchu, zero www). | IG: https://www.instagram.com/qubik_wideofilmowanie/ | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Qubik+Visuals+Fotografia+i+Produkcja+film%C3%B3w/data=!4m7!3m6!1s0x85db1a553e46aef9:0x4250b054755f3cff!8m2!3d51.071194!4d19.4427802!16s%2Fg%2F11txlkggz0!19sChIJ-a5GPlUa24UR_zxfdVSwUEI?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Prze-Cięcie,Radomsko,531371447,Nie,,,Tak,,,,3,"Uzupełniony profil Google (2 opinii, śr. 5) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. | FB(raw): https://www.facebook.com/profile.php?id=100057770486112 | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Prze-Ci%C4%99cie/data=!4m7!3m6!1s0x4719ffb09b866017:0x48f2ebf1134d91aa!8m2!3d51.1042499!4d19.4728803!16s%2Fg%2F11tg51_08p!19sChIJF2CGm7D_GUcRqpFNE_Hr8kg?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Fotograf - Radosław Kocięba Photography,Będków (okolice),,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 12 opinii Google śr. 5 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/profile.php?id=100086238151139 | Uwaga: brak numeru telefonu w wizytówce Google — do ustalenia przed kontaktem. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Fotograf+-+Rados%C5%82aw+Koci%C4%99ba+Photography/data=!4m7!3m6!1s0x420d0a9e90fb5b01:0x2f5f9df674cd4a5c!8m2!3d51.6547445!4d19.8056366!16s%2Fg%2F11whtkhh98!19sChIJAVv7kJ4KDUIRXErNdPadXy8?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Fotografia Patrycja Kucharska,Bełchatów,730010042,Nie,,Tak,Tak,,,,5,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook + Instagram) i 60 opinii Google śr. 5 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/fotografiapatrycjakucharska/ | IG: https://www.instagram.com/fotografia_patrycjakucharska/ | Uwaga: w internecie widnieje domena https://kucharskapatrycja.pl/ (domena nie odpowiada / DNS nie działa - sprawdzone curl) — realnie brak działającej strony. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Fotografia+Patrycja+Kucharska/data=!4m7!3m6!1s0x471a0b99b3a76345:0xc445f41f18849062!8m2!3d51.3675234!4d19.3737725!16s%2Fg%2F11pt_3pz8f!19sChIJRWOns5kLGkcRYpCEGB_0RcQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Bartłomiej Chmielewski Fotografia,Bełchatów,781106403,Nie,,,,,,,1,"Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Bart%C5%82omiej+Chmielewski+Fotografia/data=!4m7!3m6!1s0x471a17fdc6434a0f:0x21884add98a1327e!8m2!3d51.3540001!4d19.3562999!16s%2Fg%2F11rfc6lw48!19sChIJD0pDxv0XGkcRfjKhmN1KiCE?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Paulina Kotas Fotografia,"Krzyżanów (gm. Wola Krzysztoporska, okolice Bełchatowa)",576685749,Nie,,Tak,Tak,,,,5,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook + Instagram) i 57 opinii Google śr. 5 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/p/Paulina-Kotas-Fotografia-100063511065266/ | IG: https://www.instagram.com/paulinakotasfotografia/ | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Paulina+Kotas+Fotografia/data=!4m7!3m6!1s0x4719f5b1011d57ad:0x238c2e078d253afc!8m2!3d51.3508949!4d19.6378985!16s%2Fg%2F11kqlfdksh!19sChIJrVcdAbH1GUcR_DoljQcujCM?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Kamil O. Fotografia,Piotrków Trybunalski,725379430,Nie,,,,,,,1,"Skąpy profil Google (brak opinii) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Kamil+O.+Fotografia/data=!4m7!3m6!1s0x47198bcf9b969f5f:0xc46ee7697bf567be!8m2!3d51.4550384!4d19.7055708!16s%2Fg%2F11zfbb_392!19sChIJX5-Wm8-LGUcRvmf1e2nnbsQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
Asfi's Shots,Piotrków Trybunalski,,Nie,,,Tak,,,,4,"Bardzo dobra widoczność: brak własnej strony, ale aktywne social media (Facebook) i 12 opinii Google śr. 5 — najlepszy typ leada (dużo ruchu, zero www). | FB: https://www.facebook.com/AsfisSHOTS | Uwaga: brak numeru telefonu w wizytówce Google — do ustalenia przed kontaktem. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Asfi%27s+Shots/data=!4m7!3m6!1s0x47198b136e7efbbf:0x4129c8d26e44021a!8m2!3d51.4049295!4d19.7433601!16s%2Fg%2F11hs3x01b3!19sChIJv_t-bhOLGUcRGgJEbtLIKUE?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
Michiografia Michał Pęczak,Piotrków Trybunalski,501577003,Nie,,,Tak,,,,3,"Uzupełniony profil Google (2 opinii, śr. 5) + obecność w social media (Facebook), ale niewielka skala (mało opinii/obserwujących) — brak własnej strony. | FB(raw): https://www.facebook.com/michiografia/ | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Michiografia+Micha%C5%82+P%C4%99czak/data=!4m7!3m6!1s0x471a21fcdb23c99d:0x41461f08a6cfe89!8m2!3d51.4117769!4d19.663661!16s%2Fg%2F11gy9x0wxk!19sChIJnckj2_whGkcRif5sivBhFAQ?authuser=0&hl=pl&g_ep=EgoyMDI2MDkxMy4wIJJjKgBIAVAD&rclk=1"
Fotografia Ewelina Rutowicz,"Spała (gm. Inowłódz, okolice Tomaszowa Maz.)",782305581,Nie,,,,,,,2,"Skąpy profil Google (5 opinii, śr. 5) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Fotografia+Ewelina+Rutowicz/data=!4m7!3m6!1s0x4719977068d120fb:0x9e18a4dd33c084b8!8m2!3d51.4541675!4d20.1600816!16s%2Fg%2F11zfv08zt6!19sChIJ-yDRaHCXGUcRuITAM92kGJ4?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
Fotografia Jarosław Kukiełka,Piotrków Trybunalski,505960753,Nie,,,,,,,2,"Skąpy profil Google (9 opinii, śr. 5) — nie wykryto automatycznie FB/IG/Booksy z wizytówki Google. | Nowy lead z rozszerzenia regionu (dodatkowe frazy wyszukiwania, 2026-09-15). | Maps: https://www.google.com/maps/place/Fotografia+Jaros%C5%82aw+Kukie%C5%82ka/data=!4m7!3m6!1s0x47198bc19d229b25:0x236817eea4c744b5!8m2!3d51.4119803!4d19.7099561!16s%2Fg%2F11fl8my2db!19sChIJJZsincGLGUcRtUTHpO4XaCM?authuser=0&hl=pl&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1"
